pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
CoRoT-9 b,Transit,0,1,95.27265600,0.402100,0.133000,89.900,0.84000,Mass,1.066,0.86000,0,0,0,1,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,417.89,417.89,13.690,V (Johnson),13.501,5625.00,0.96,0.96,2017-12-14,CoRoT
CoRoTID 223977153 b,Transit,0,1,6.71837000,0.071000,,89.000,0.15000,Mass,0.570,1.10000,0,0,0,0,06h40m46.84s,100.195183,+09d15m26.8s,9.257431,586.20,586.20,,,13.587,5970.00,1.08,0.79,2017-09-15,CoRoT
DE CVn b,Eclipse Timing Variations,0,1,4098.10000000,5.750000,0.000000,86.000,12.02930,Msin(i)/sin(i),,,0,0,0,0,13h26m53.27s,201.721958,+45d32m46.69s,45.546303,30.55,30.55,,,11.975,,0.51,,2019-07-11,Multiple Facilities
DENIS-P J082303.1-491201 b,Astrometry,0,1,246.36000000,0.360000,0.345000,56.600,28.50000,Mass,,,0,0,0,0,08h23m03.13s,125.763050,-49d12m01.3s,-49.200359,20.77,20.67,,,18.558,,0.07,,2014-05-14,Paranal Observatory
DH Tau b,Imaging,0,1,,330.000000,,,11.00000,Mass,,,0,0,0,1,04h29m41.56s,67.423158,+26d32m58.3s,26.549520,140.00,135.35,,,12.496,,0.33,0.27,2014-05-14,Subaru Telescope
DMPP-1 b,Radial Velocity,0,4,18.57000000,0.146200,0.083000,,0.07636,Msini,,,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232,62.00,62.65,7.981,V (Johnson),7.850,6196.00,1.21,1.26,2020-01-30,La Silla Observatory
DMPP-1 c,Radial Velocity,0,4,6.58400000,0.073300,0.057000,,0.03020,Msini,,,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232,62.00,62.65,7.981,V (Johnson),7.850,6196.00,1.21,1.26,2020-01-30,La Silla Observatory
DMPP-1 d,Radial Velocity,0,4,2.88200000,0.042200,0.070000,,0.01054,Msini,,,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232,62.00,62.65,7.981,V (Johnson),7.850,6196.00,1.21,1.26,2020-01-30,La Silla Observatory
DMPP-1 e,Radial Velocity,0,4,5.51600000,0.065100,0.070000,,0.01299,Msini,,,0,0,0,1,05h47m06.27s,86.776115,-10d37m48.8s,-10.630232,62.00,62.65,7.981,V (Johnson),7.850,6196.00,1.21,1.26,2020-01-30,La Silla Observatory
DMPP-2 b,Radial Velocity,0,1,5.20720000,0.066400,0.078000,,0.43700,Msini,,,0,0,0,1,01h49m37.89s,27.407873,-34d27m32.9s,-34.459129,134.00,138.49,8.567,V (Johnson),8.458,6500.00,1.44,1.78,2020-01-30,Multiple Facilities
DMPP-3 A b,Radial Velocity,0,1,6.67320000,0.066200,0.140000,,0.00812,Msini,,,0,0,0,1,06h06m29.85s,91.624382,-72d30m45.6s,-72.512665,48.90,46.95,9.066,V (Johnson),8.854,5138.00,0.87,0.91,2020-01-30,La Silla Observatory
DP Leo b,Eclipse Timing Variations,0,1,10220.00000000,8.190000,0.390000,,6.05000,Msini,,,0,0,0,0,11h17m16.00s,169.316667,+17d57m41.1s,17.961417,305.06,305.06,,,18.633,13500.00,,0.01,2014-05-14,Yunnan Astronomical Observatory
DS Tuc A b,Transit,0,1,8.13826800,,0.000000,89.500,,,0.509,,0,0,0,1,23h39m39.48s,354.914490,-69d11m44.7s,-69.195747,44.12,44.12,8.469,V (Johnson),8.319,5428.00,1.01,0.96,2019-07-11,Transiting Exoplanet Survey Satellite (TESS)
EPIC 201238110 b,Transit,0,1,28.16560000,,,,,,0.167,,0,0,1,0,11h58m49.42s,179.705933,-03d23m21.8s,-3.389389,159.98,159.98,14.904,Kepler-band,15.261,,0.41,,2019-06-13,K2
EPIC 201497682 b,Transit,0,1,2.13174000,,,,,,0.062,,0,0,1,0,11h15m44.79s,168.936646,+00d29m17.2s,0.488114,254.88,254.88,14.102,V (Johnson),13.737,,0.78,,2019-06-13,K2
EPIC 201615463 c,Transit,0,2,3.80464000,,,,,,0.109,,0,0,1,0,12h20m45.19s,185.188293,+02d16m56.8s,2.282436,481.00,483.38,12.074,V (Johnson),11.946,,1.07,,2019-06-13,K2
EPIC 201754305 d,Transit,0,3,2.71578000,,,,,,0.092,,0,0,1,0,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,338.19,338.19,14.670,V (Johnson),14.323,,0.67,,2019-06-13,K2
EPIC 201833600 c,Transit,0,2,3.96151000,,,,,,0.089,,0,0,1,0,11h17m56.07s,169.483627,+05d59m18.2s,5.988378,259.33,259.33,14.717,V (Johnson),14.258,,0.61,,2019-06-13,K2
EPIC 201841433 b,Transit,0,1,4.16959000,,,,,,0.098,,0,0,1,0,11h40m49.63s,175.206772,+06d08m05.5s,6.134857,441.94,441.94,14.867,V (Johnson),14.589,,0.80,,2019-06-13,K2
EPIC 205950854 c,Transit,0,2,8.05072200,,,89.810,,,0.117,,0,0,1,1,22h12m26.37s,333.109894,-16d20m30.3s,-16.341755,245.56,245.56,12.291,V (Johnson),12.098,5502.70,0.88,0.83,2019-08-15,K2
EPIC 206024342 b,Transit,0,1,4.50756000,,,,,,0.152,,0,0,1,0,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,373.81,373.81,13.116,V (Johnson),12.968,,0.93,,2019-06-13,K2
EPIC 206032309 b,Transit,0,1,2.87814000,,,,,,0.090,,0,0,1,0,22h44m57.77s,341.240692,-13d54m03.3s,-13.900921,162.09,162.09,15.782,Kepler-band,16.069,,0.22,,2019-06-13,K2
EPIC 206042996 b,Transit,0,1,5.29711000,,,,,,0.145,,0,0,1,0,22h30m03.26s,337.513580,-13d36m36.4s,-13.610113,457.27,457.27,16.743,V (Johnson),15.975,,0.56,,2019-06-13,K2
EPIC 206215704 b,Transit,0,1,2.25372000,,,,,,0.080,,0,0,1,0,22h20m22.76s,335.094818,-09d30m34.3s,-9.509531,110.22,110.22,15.598,Kepler-band,16.172,,0.41,,2019-06-13,K2
EPIC 206317286 b,Transit,0,1,1.58252000,,,,,,0.086,,0,0,1,0,22h30m28.22s,337.617584,-07d58m20.7s,-7.972406,317.20,317.20,14.051,V (Johnson),13.774,,0.71,,2019-06-13,K2
EPIC 211822797 b,Transit,0,1,21.16986100,0.131000,0.060000,89.730,,,0.177,,0,0,1,1,08h41m38.49s,130.410370,+17d38m24.0s,17.640005,187.19,187.19,15.256,V (Johnson),14.526,4148.21,0.66,0.57,2017-10-26,K2
EPIC 211945201 b,Transit,0,1,19.49221000,0.149300,,,,,0.514,,0,0,0,0,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,182.69,182.64,10.154,V (Johnson),10.051,6069.00,1.17,1.39,2018-10-26,K2
EPIC 212297394 b,Transit,0,1,2.28943000,,,,,,0.118,,0,0,1,0,13h48m49.49s,207.206223,-17d36m35.7s,-17.609905,423.35,423.35,14.423,V (Johnson),14.186,,0.83,,2019-06-13,K2
EPIC 212424622 b,Transit,0,1,18.09830000,,,,,,0.194,,0,0,1,0,13h29m19.54s,202.331421,-14d21m34.1s,-14.359463,622.67,622.67,13.354,V (Johnson),13.203,,1.11,,2019-06-13,K2
EPIC 212499991 b,Transit,0,1,34.88500000,,,,,,0.143,,0,0,1,0,13h29m57.30s,202.488770,-12d44m05.0s,-12.734723,285.61,285.61,13.552,V (Johnson),13.312,,0.91,,2019-06-13,K2
EPIC 212587672 b,Transit,0,1,15.28410000,,,,,,0.100,,0,0,1,0,13h41m46.73s,205.444702,-10d51m44.8s,-10.862432,322.88,322.88,12.487,V (Johnson),12.204,,0.95,,2019-06-13,K2
EPIC 212737443 b,Transit,0,2,13.60300000,0.098000,0.200000,89.071,,,0.231,,0,0,1,2,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,347.45,339.46,14.836,V (Johnson),14.478,4684.00,0.69,0.67,2019-07-25,K2
EPIC 212737443 c,Transit,0,2,65.55000000,0.280000,0.200000,89.630,,,0.240,,0,0,1,2,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,347.45,339.46,14.836,V (Johnson),14.478,4684.00,0.69,0.67,2019-07-25,K2
EPIC 220554210 c,Transit,0,2,0.70531000,,,,,,0.132,,0,0,1,0,00h53m43.68s,13.432017,+07d59m43.1s,7.995316,502.28,503.46,14.042,V (Johnson),13.818,,0.94,,2019-06-13,K2
EPIC 220674823 b,Transit,0,2,0.57133100,0.013400,,,,,0.162,,0,0,1,1,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.10,246.29,12.102,V (Johnson),11.954,5617.00,0.97,0.98,2018-10-26,K2
EPIC 220674823 c,Transit,0,2,13.33907900,0.109100,,,,,0.244,,0,0,1,1,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.10,246.29,12.102,V (Johnson),11.954,5617.00,0.97,0.98,2018-10-26,K2
EPIC 246851721 b,Transit,0,1,6.18023500,0.072290,,86.210,3.00000,Mass,1.051,3.10000,0,0,1,0,05h15m40.74s,78.919746,+16d16m43.5s,16.278742,336.70,375.39,11.439,V (Johnson),11.255,6202.00,1.32,1.59,2018-10-26,K2
EPIC 248847494 b,Transit,0,1,3650.00000000,4.500000,0.000000,89.870,13.00000,Mass,1.110,,0,0,1,0,10h37m33.42s,159.389267,+11d50m33.8s,11.842731,560.00,560.71,12.416,V (Johnson),12.172,4898.00,0.90,2.70,2019-07-25,K2
EPIC 249893012 b,Transit,0,3,3.59510000,0.047000,0.060000,86.140,0.02753,Mass,0.174,6.39000,0,0,1,0,15h12m59.57s,228.248199,-16d43m28.3s,-16.724524,324.22,324.22,11.428,V (Johnson),11.402,5430.00,1.05,1.71,2020-02-13,K2
EPIC 249893012 c,Transit,0,3,15.62400000,0.130000,0.070000,87.940,0.04616,Mass,0.327,1.62000,0,0,1,0,15h12m59.57s,228.248199,-16d43m28.3s,-16.724524,324.22,324.22,11.428,V (Johnson),11.402,5430.00,1.05,1.71,2020-02-13,K2
EPIC 249893012 d,Transit,0,3,35.74700000,0.220000,0.150000,89.470,0.03203,Mass,0.352,0.91000,0,0,1,0,15h12m59.57s,228.248199,-16d43m28.3s,-16.724524,324.22,324.22,11.428,V (Johnson),11.402,5430.00,1.05,1.71,2020-02-13,K2
FU Tau b,Imaging,0,1,,800.000000,,,16.00000,Mass,,,0,0,0,1,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,140.00,133.50,,,20.480,2838.00,0.05,,2016-03-10,Spitzer Space Telescope
G 9-40 b,Transit,0,1,5.74600700,0.038500,0.000000,88.570,,,0.181,,0,0,1,0,08h58m52.35s,134.718109,+21d04m33.8s,21.076048,27.93,27.95,13.823,V (Johnson),12.733,3348.00,0.29,0.31,2020-01-16,K2
GJ 1061 b,Radial Velocity,0,3,3.20400000,0.021000,0.310000,,0.00431,Msini,,,0,0,0,0,03h35m59.72s,53.998836,-44d30m45.5s,-44.512634,3.67,3.67,13.060,V (Johnson),10.989,2953.00,0.12,0.16,2020-02-27,La Silla Observatory
GJ 1061 c,Radial Velocity,0,3,6.68900000,0.035000,0.290000,,0.00547,Msini,,,0,0,0,0,03h35m59.72s,53.998836,-44d30m45.5s,-44.512634,3.67,3.67,13.060,V (Johnson),10.989,2953.00,0.12,0.16,2020-02-27,La Silla Observatory
GJ 1061 d,Radial Velocity,0,3,13.03100000,0.054000,0.530000,,0.00516,Msini,,,0,0,0,0,03h35m59.72s,53.998836,-44d30m45.5s,-44.512634,3.67,3.67,13.060,V (Johnson),10.989,2953.00,0.12,0.16,2020-02-27,La Silla Observatory
GJ 1132 b,Transit,0,2,1.62893100,0.015300,0.220000,,0.00522,Mass,0.101,6.30000,0,0,0,2,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.62,12.62,13.490,V (Johnson),12.138,3270.00,0.18,0.21,2020-06-04,Cerro Tololo Inter-American Observatory
GJ 1132 c,Radial Velocity,0,2,8.92900000,0.047600,0.270000,,0.00831,Msini,,,0,0,0,1,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.62,12.62,13.490,V (Johnson),12.138,3270.00,0.18,0.21,2018-06-21,La Silla Observatory
GJ 1148 b,Radial Velocity,0,2,41.38000000,0.166000,0.380000,,0.30425,Msini,,,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,11.02,11.920,V (Johnson),10.577,3264.00,0.35,0.40,2017-10-19,W. M. Keck Observatory
GJ 1148 c,Radial Velocity,0,2,532.58000000,0.912000,0.342000,,0.21414,Msini,,,0,0,0,0,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,11.02,11.920,V (Johnson),10.577,3264.00,0.35,0.40,2017-10-19,Calar Alto Observatory
GJ 1214 b,Transit,0,1,1.58040456,0.014110,,88.170,0.01970,Mass,0.254,1.49000,0,0,0,3,17h15m18.92s,258.828837,+04d57m50.1s,4.963920,14.65,14.65,15.100,V (Johnson),13.009,3026.00,0.15,0.22,2015-12-03,MEarth Project
GJ 1252 b,Transit,0,1,0.51823490,0.009160,0.000000,85.000,0.00658,Mass,0.106,,0,0,0,0,20h27m42.06s,306.925235,-56d27m25.2s,-56.456990,20.38,20.38,12.193,V (Johnson),11.236,3458.00,0.38,0.39,2020-02-13,Transiting Exoplanet Survey Satellite (TESS)
GJ 1265 b,Radial Velocity,0,1,3.65110000,0.026000,0.040000,,0.02328,Msini,,,0,0,0,0,22h13m42.88s,333.428676,-17d41m08.8s,-17.685771,10.26,10.26,13.570,V (Johnson),12.081,3236.00,0.18,0.19,2018-12-06,Calar Alto Observatory
GJ 143 b,Transit,0,2,35.61253000,0.191500,0.188000,89.330,0.07142,Mass,0.233,7.00000,0,0,0,1,03h26m59.22s,51.746769,-63d29m56.8s,-63.499100,16.33,16.33,7.870,V (Johnson),7.679,4640.00,0.73,0.69,2019-04-25,Transiting Exoplanet Survey Satellite (TESS)
GJ 15 A b,Radial Velocity,1,2,11.44070000,0.072000,0.094000,,0.00953,Msini,,,0,0,0,1,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,3.56,3.56,8.080,V (Johnson),7.216,3607.00,0.38,0.38,2019-10-10,W. M. Keck Observatory
GJ 15 A c,Radial Velocity,0,2,7600.00000000,5.400000,0.270000,,0.11327,Msini,,,0,0,0,0,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,3.56,3.56,8.080,V (Johnson),7.216,3607.00,0.38,0.38,2019-10-10,Roque de los Muchachos Observatory
GJ 160.2 b,Radial Velocity,0,1,5.23540000,0.053000,0.060000,,0.03209,Msini,,,0,0,0,0,04h06m34.84s,61.645172,-20d51m11.2s,-20.853121,25.88,25.88,9.680,V (Johnson),9.202,4347.00,0.69,,2019-10-10,Multiple Observatories
GJ 163 b,Radial Velocity,0,3,8.63182000,0.060700,0.073000,,0.03335,Msini,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,15.14,11.810,V (Johnson),10.677,3500.00,0.40,,2017-01-26,La Silla Observatory
GJ 163 c,Radial Velocity,0,3,25.63058000,0.125400,0.099000,,0.02140,Msini,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,15.14,11.810,V (Johnson),10.677,3500.00,0.40,,2017-01-26,La Silla Observatory
GJ 163 d,Radial Velocity,0,3,603.95116000,1.030400,0.373000,,0.09250,Msini,,,0,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,15.14,11.810,V (Johnson),10.677,3500.00,0.40,,2017-01-26,La Silla Observatory
GJ 179 b,Radial Velocity,0,1,2288.00000000,2.410000,0.210000,,0.82000,Msini,,,0,0,0,0,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,12.36,12.36,12.000,V (Johnson),10.706,3370.00,0.36,0.38,2014-05-14,W. M. Keck Observatory
GJ 180 b,Radial Velocity,0,3,17.13300000,0.092000,0.070000,,0.02042,Msini,,,0,0,0,0,04h53m49.98s,73.458252,-17d46m24.3s,-17.773418,11.94,11.94,10.910,V (Johnson),9.934,,0.43,,2020-02-13,Multiple Observatories
GJ 180 c,Radial Velocity,0,3,24.32900000,0.129000,0.090000,,0.02014,Msini,,,0,0,0,0,04h53m49.98s,73.458252,-17d46m24.3s,-17.773418,11.94,11.94,10.910,V (Johnson),9.934,,0.43,,2019-10-10,Multiple Observatories
GJ 180 d,Radial Velocity,0,3,106.30000000,0.309000,0.140000,,0.02379,Msini,,,0,0,0,0,04h53m49.98s,73.458252,-17d46m24.3s,-17.773418,11.94,11.94,10.910,V (Johnson),9.934,,0.43,,2020-02-13,Multiple Facilities
GJ 2056 b,Radial Velocity,0,1,69.97100000,0.283000,0.720000,,0.05097,Msini,,,0,0,0,0,07h12m04.81s,108.020042,-24d53m31.5s,-24.892090,28.47,28.47,10.370,V (Johnson),9.723,,0.62,,2020-09-03,Multiple Observatories
GJ 229 A c,Radial Velocity,0,2,121.99500000,0.339000,0.190000,,0.02287,Msini,,,0,0,0,0,06h10m34.62s,92.644234,-21d51m52.7s,-21.864643,5.76,5.76,8.140,V (Johnson),7.307,,0.58,,2020-02-13,Multiple Facilities
GJ 229 b,Radial Velocity,0,2,526.11500000,0.898000,0.100000,,0.02667,Msini,,,0,0,0,0,06h10m34.62s,92.644234,-21d51m52.7s,-21.864643,5.76,5.76,8.140,V (Johnson),7.307,,0.58,,2020-02-13,Multiple Observatories
GJ 27.1 b,Radial Velocity,0,1,15.81900000,0.101000,0.080000,,0.04090,Msini,,,0,0,0,0,00h39m58.82s,9.995098,-44d15m11.6s,-44.253220,23.62,23.62,11.420,V (Johnson),10.579,3542.00,0.53,,2019-10-10,Multiple Observatories
GJ 273 b,Radial Velocity,0,2,18.64980000,0.091101,0.100000,,0.00909,Msini,,,0,0,0,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.80,,9.872,V (Johnson),,3382.00,0.29,0.29,2017-03-30,La Silla Observatory
GJ 273 c,Radial Velocity,0,2,4.72340000,0.036467,0.170000,,0.00371,Msini,,,0,0,0,0,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.80,,9.872,V (Johnson),,3382.00,0.29,0.29,2017-03-30,La Silla Observatory
GJ 3021 b,Radial Velocity,0,1,133.71000000,0.490000,0.511000,,3.37000,Msini,,,0,0,0,1,00h16m12.68s,4.052823,-79d51m04.3s,-79.851181,17.56,17.56,6.590,V (Johnson),6.394,5540.00,0.90,0.90,2014-05-14,La Silla Observatory
GJ 3082 b,Radial Velocity,0,1,11.94900000,0.079000,0.220000,,0.02580,Msini,,,0,0,0,0,01h14m34.20s,18.642490,-53d56m31.6s,-53.942116,16.63,16.63,11.077,V (Johnson),10.201,,0.47,,2020-02-13,Multiple Facilities
GJ 3138 b,Radial Velocity,0,3,1.22003000,0.019700,0.190000,,0.00560,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,28.49,10.980,V (Johnson),10.192,3717.00,0.68,0.50,2017-03-30,La Silla Observatory
GJ 3138 c,Radial Velocity,0,3,5.97400000,0.057000,0.110000,,0.01315,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,28.49,10.980,V (Johnson),10.192,3717.00,0.68,0.50,2017-03-30,La Silla Observatory
GJ 3138 d,Radial Velocity,0,3,257.80000000,0.698000,0.320000,,0.03304,Msini,,,0,0,0,0,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,28.49,10.980,V (Johnson),10.192,3717.00,0.68,0.50,2017-03-30,La Silla Observatory
GJ 317 b,Radial Velocity,0,2,695.66000000,1.151000,0.070000,,1.75282,Msini,,,0,0,0,0,08h40m59.22s,130.246730,-23d27m22.6s,-23.456289,15.10,15.20,11.970,V (Johnson),10.754,,0.42,,2020-09-03,W. M. Keck Observatory
GJ 317 c,Radial Velocity,0,2,6739.32300000,5.230000,0.170000,,1.64396,Msini,,,0,0,0,0,08h40m59.22s,130.246730,-23d27m22.6s,-23.456289,15.10,15.20,11.970,V (Johnson),10.754,,0.42,,2020-09-03,W. M. Keck Observatory
GJ 328 b,Radial Velocity,0,1,4100.00000000,4.500000,0.370000,,2.30000,Msini,,,0,0,0,0,08h55m07.62s,133.781754,+01d32m47.4s,1.546508,20.54,20.54,9.970,V (Johnson),9.286,3900.00,0.69,,2014-05-14,McDonald Observatory
GJ 3293 b,Radial Velocity,0,4,30.59870000,0.143390,0.060000,,0.07406,Msini,,,0,0,0,0,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,20.20,20.20,11.962,V (Johnson),10.979,3466.00,0.42,0.40,2017-03-30,La Silla Observatory
GJ 3293 c,Radial Velocity,0,4,122.61960000,0.361750,0.110000,,0.06636,Msini,,,0,0,0,0,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,20.20,20.20,11.962,V (Johnson),10.979,3466.00,0.42,0.40,2017-03-30,La Silla Observatory
GJ 3293 d,Radial Velocity,0,4,48.13450000,0.193940,0.120000,,0.02391,Msini,,,0,0,0,0,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,20.20,20.20,11.962,V (Johnson),10.979,3466.00,0.42,0.40,2017-03-30,La Silla Observatory
GJ 3293 e,Radial Velocity,0,4,13.25430000,0.082080,0.210000,,0.01032,Msini,,,0,0,0,0,04h28m35.72s,67.148820,-25d10m09.5s,-25.169301,20.20,20.20,11.962,V (Johnson),10.979,3466.00,0.42,0.40,2017-03-30,La Silla Observatory
GJ 3323 b,Radial Velocity,0,2,5.36360000,0.032820,0.230000,,0.00636,Msini,,,0,0,0,0,05h01m57.43s,75.489280,-06d56m46.5s,-6.946263,5.32,5.38,12.220,V (Johnson),10.647,3159.00,0.16,0.12,2017-03-30,La Silla Observatory
GJ 3323 c,Radial Velocity,0,2,40.54000000,0.126400,0.170000,,0.00727,Msini,,,0,0,0,0,05h01m57.43s,75.489280,-06d56m46.5s,-6.946263,5.32,5.38,12.220,V (Johnson),10.647,3159.00,0.16,0.12,2017-03-30,La Silla Observatory
GJ 3341 b,Radial Velocity,0,1,14.20700000,0.089000,0.310000,,0.02080,Msini,,,0,0,0,0,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951,23.16,23.64,12.080,V (Johnson),11.103,3526.00,0.47,0.44,2014-12-03,La Silla Observatory
GJ 338 B b,Radial Velocity,0,1,24.45000000,0.141000,0.110000,,0.03231,Msini,,,0,0,0,0,09h14m24.70s,138.602905,+52d41m10.9s,52.686375,6.33,6.33,7.700,V (Johnson),7.048,4005.00,0.64,0.58,2020-07-09,Calar Alto Observatory
GJ 3470 b,Radial Velocity,0,1,3.33664960,0.035500,,89.130,0.04373,Mass,0.408,0.80000,0,0,0,1,07h59m05.84s,119.774349,+15d23m29.4s,15.391492,29.45,29.45,12.330,V (Johnson),11.354,3600.00,0.54,0.55,2016-09-29,La Silla Observatory
GJ 3512 b,Radial Velocity,0,1,203.59000000,0.338000,0.435600,,0.46300,Msini,,,0,0,0,0,08h41m20.13s,130.333891,+59d29m50.6s,59.497391,9.49,9.49,15.050,V (Johnson),13.112,3081.00,0.12,0.14,2019-10-10,Calar Alto Observatory
GJ 357 b,Transit,0,3,3.93072000,0.035000,,89.120,0.00579,Mass,0.109,5.60000,0,0,0,0,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,9.44,10.920,V (Johnson),9.880,3505.00,0.34,0.34,2019-08-15,Transiting Exoplanet Survey Satellite (TESS)
GJ 357 c,Radial Velocity,0,3,9.12470000,0.061000,,,0.01070,Msini,,,0,0,0,0,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,9.44,10.920,V (Johnson),9.880,3505.00,0.34,0.34,2019-08-01,Multiple Observatories
GJ 357 d,Radial Velocity,0,3,55.66100000,0.204000,,,0.01919,Msini,,,0,0,0,0,09h36m01.64s,144.006821,-21d39m38.9s,-21.660797,9.44,9.44,10.920,V (Johnson),9.880,3505.00,0.34,0.34,2019-08-01,Multiple Observatories
GJ 3634 b,Radial Velocity,0,1,2.64561000,0.028700,0.080000,59.000,0.02600,Mass,,,0,0,0,0,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,19.80,20.39,11.930,V (Johnson),10.923,,0.45,0.43,2014-08-21,La Silla Observatory
GJ 3779 b,Radial Velocity,0,1,3.02320000,0.026000,0.070000,,0.02517,Msini,,,0,0,0,0,13h22m56.74s,200.736403,+24d28m03.5s,24.467626,13.75,13.75,12.960,V (Johnson),11.627,3324.00,0.27,0.28,2018-12-06,Calar Alto Observatory
GJ 3942 b,Radial Velocity,0,1,6.90500000,0.060800,0.121000,,0.02246,Msini,,,0,0,0,0,16h09m03.14s,242.263092,+52d56m37.9s,52.943874,16.94,16.94,10.250,V (Johnson),9.408,3867.00,0.63,0.61,2017-12-21,Roque de los Muchachos Observatory
GJ 3998 b,Radial Velocity,0,2,2.64977000,0.029000,0.000000,,0.00777,Msini,,,0,0,0,1,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,18.16,18.16,10.830,V (Johnson),9.983,3722.00,0.50,0.49,2016-07-28,Roque de los Muchachos Observatory
GJ 3998 c,Radial Velocity,0,2,13.74000000,0.089000,0.049000,,0.01970,Msini,,,0,0,0,1,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,18.16,18.16,10.830,V (Johnson),9.983,3722.00,0.50,0.49,2016-07-28,Roque de los Muchachos Observatory
GJ 411 b,Radial Velocity,0,1,12.95320000,0.078500,0.220000,,0.00941,Msini,,,0,0,0,2,11h03m20.19s,165.834137,+35d58m11.6s,35.969879,2.55,,7.490,V (Johnson),,3563.00,0.39,0.39,2019-03-05,Haute-Provence Observatory
GJ 422 b,Radial Velocity,0,1,20.12900000,0.111000,0.110000,,0.03483,Msini,,,0,0,0,0,11h16m00.21s,169.000870,-57d32m51.6s,-57.547668,12.67,12.67,11.550,V (Johnson),10.477,,0.35,,2020-02-13,Multiple Observatories
GJ 4276 b,Radial Velocity,0,1,13.35200000,0.082000,0.370000,,0.05213,Msini,,,0,0,0,0,22h25m17.05s,336.321023,+59d24m49.8s,59.413835,21.35,21.35,,,11.660,3387.00,0.41,0.41,2019-01-24,Calar Alto Observatory
GJ 433 b,Radial Velocity,0,3,7.37050000,0.062000,0.040000,,0.01901,Msini,,,0,0,0,0,11h35m26.95s,173.862289,-32d32m23.9s,-32.539970,9.07,9.07,9.806,V (Johnson),8.891,,0.48,,2020-02-13,La Silla Observatory
GJ 433 c,Radial Velocity,0,3,5094.10500000,4.819000,0.120000,,0.10201,Msini,,,0,0,0,4,11h35m26.95s,173.862289,-32d32m23.9s,-32.539970,9.07,9.07,9.806,V (Johnson),8.891,,0.48,,2020-02-13,Multiple Observatories
GJ 433 d,Radial Velocity,0,3,36.05900000,0.178000,0.070000,,0.01643,Msini,,,0,0,0,0,11h35m26.95s,173.862289,-32d32m23.9s,-32.539970,9.07,9.07,9.806,V (Johnson),8.891,,0.48,,2020-02-13,Multiple Facilities
GJ 436 b,Radial Velocity,0,1,2.64388312,0.029100,0.138270,86.440,0.07000,Mass,0.372,1.80000,0,0,0,0,11h42m11.09s,175.546219,+26d42m23.7s,26.706570,9.76,9.76,10.670,V (Johnson),9.571,,0.47,0.46,2015-02-05,W. M. Keck Observatory
GJ 480 b,Radial Velocity,0,1,9.56700000,0.068000,0.100000,,0.04153,Msini,,,0,0,0,0,12h38m52.44s,189.718506,+11d41m46.2s,11.696165,14.24,14.24,11.510,V (Johnson),10.325,,0.45,,2020-09-03,Multiple Observatories
